Anonimised_MAC_Address,Date_Time,Location,_id
26903,2018-08-09T18:37:00.000Z,lamar_parmer,621c9c753bd5f0a437499617
26903,2018-08-09T18:39:00.000Z,lamar_parmer,621c9c753bd5f0a437499618
5384,2018-08-09T18:39:00.000Z,lamar_parmer,621c9c753bd5f0a437499619
26908,2018-08-09T18:39:00.000Z,lamar_parmer,621c9c753bd5f0a43749961a
26903,2018-08-09T18:40:00.000Z,lamar_parmer,621c9c753bd5f0a43749961b
26909,2018-08-09T18:40:00.000Z,lamar_parmer,621c9c753bd5f0a43749961c
26910,2018-08-09T18:40:00.000Z,lamar_parmer,621c9c753bd5f0a43749961d
26903,2018-08-09T18:41:00.000Z,lamar_parmer,621c9c753bd5f0a43749961e
26903,2018-08-09T18:42:00.000Z,lamar_parmer,621c9c753bd5f0a43749961f
26911,2018-08-09T18:43:00.000Z,lamar_parmer,621c9c753bd5f0a437499620
26912,2018-08-09T18:44:00.000Z,lamar_parmer,621c9c753bd5f0a437499621
26913,2018-08-09T18:45:00.000Z,lamar_parmer,621c9c753bd5f0a437499622
7613,2018-08-09T18:45:00.000Z,lamar_parmer,621c9c753bd5f0a437499623
1973,2018-08-09T18:46:00.000Z,lamar_parmer,621c9c753bd5f0a437499624
22369,2018-08-09T18:46:00.000Z,lamar_parmer,621c9c753bd5f0a437499625
26914,2018-08-09T18:47:00.000Z,lamar_parmer,621c9c753bd5f0a437499626
8686,2018-08-09T18:48:00.000Z,lamar_parmer,621c9c753bd5f0a437499627
26915,2018-08-09T18:48:00.000Z,lamar_parmer,621c9c753bd5f0a437499628
26915,2018-08-09T18:49:00.000Z,lamar_parmer,621c9c753bd5f0a437499629
19427,2018-08-09T18:51:00.000Z,lamar_parmer,621c9c753bd5f0a43749962a
26916,2018-08-09T18:51:00.000Z,lamar_parmer,621c9c753bd5f0a43749962b
21732,2018-08-09T18:52:00.000Z,lamar_parmer,621c9c753bd5f0a43749962c
26899,2018-08-09T18:52:00.000Z,lamar_parmer,621c9c753bd5f0a43749962d
26917,2018-08-09T18:52:00.000Z,lamar_parmer,621c9c753bd5f0a43749962e
26918,2018-08-09T18:53:00.000Z,lamar_parmer,621c9c753bd5f0a43749962f
26919,2018-08-09T18:53:00.000Z,lamar_parmer,621c9c753bd5f0a437499630
26920,2018-08-09T18:53:00.000Z,lamar_parmer,621c9c753bd5f0a437499631
15684,2018-08-09T18:53:00.000Z,lamar_parmer,621c9c753bd5f0a437499632
26921,2018-08-09T18:53:00.000Z,lamar_parmer,621c9c753bd5f0a437499633
20185,2018-08-09T18:54:00.000Z,lamar_parmer,621c9c753bd5f0a437499634
4869,2018-08-09T18:54:00.000Z,lamar_parmer,621c9c753bd5f0a437499635
26922,2018-08-09T18:54:00.000Z,lamar_parmer,621c9c753bd5f0a437499636
4869,2018-08-09T18:55:00.000Z,lamar_parmer,621c9c753bd5f0a437499637
26923,2018-08-09T18:55:00.000Z,lamar_parmer,621c9c753bd5f0a437499638
48,2018-08-09T18:55:00.000Z,lamar_parmer,621c9c753bd5f0a437499639
4869,2018-08-09T18:56:00.000Z,lamar_parmer,621c9c753bd5f0a43749963a
48,2018-08-09T18:56:00.000Z,lamar_parmer,621c9c753bd5f0a43749963b
4869,2018-08-09T18:57:00.000Z,lamar_parmer,621c9c753bd5f0a43749963c
48,2018-08-09T18:58:00.000Z,lamar_parmer,621c9c753bd5f0a43749963d
4869,2018-08-09T18:58:00.000Z,lamar_parmer,621c9c753bd5f0a43749963e
48,2018-08-09T18:59:00.000Z,lamar_parmer,621c9c753bd5f0a43749963f
26924,2018-08-09T18:59:00.000Z,lamar_parmer,621c9c753bd5f0a437499640
4678,2018-08-09T18:59:00.000Z,lamar_parmer,621c9c753bd5f0a437499641
26925,2018-08-09T18:59:00.000Z,lamar_parmer,621c9c753bd5f0a437499642
48,2018-08-09T19:00:00.000Z,lamar_parmer,621c9c753bd5f0a437499643
26926,2018-08-09T19:00:00.000Z,lamar_parmer,621c9c753bd5f0a437499644
4869,2018-08-09T19:00:00.000Z,lamar_parmer,621c9c753bd5f0a437499645
48,2018-08-09T19:01:00.000Z,lamar_parmer,621c9c753bd5f0a437499646
