Confirmed,Date,Deaths,Location,Recovered,_id
1184,2020-02-13T18:30:00.000Z,11,Henan,357,621c51e6c4f24f87f62d597f
1155,2020-02-13T18:30:00.000Z,0,Zhejiang,403,621c51e6c4f24f87f62d5980
988,2020-02-13T18:30:00.000Z,2,Hunan,364,621c51e6c4f24f87f62d5981
934,2020-02-13T18:30:00.000Z,6,Anhui,193,621c51e6c4f24f87f62d5982
900,2020-02-13T18:30:00.000Z,1,Jiangxi,187,621c51e6c4f24f87f62d5983
593,2020-02-13T18:30:00.000Z,0,Jiangsu,157,621c51e6c4f24f87f62d5984
537,2020-02-13T18:30:00.000Z,5,Chongqing,152,621c51e6c4f24f87f62d5985
523,2020-02-13T18:30:00.000Z,2,Shandong,136,621c51e6c4f24f87f62d5986
463,2020-02-13T18:30:00.000Z,1,Sichuan,114,621c51e6c4f24f87f62d5987
419,2020-02-13T18:30:00.000Z,11,Heilongjiang,47,621c51e6c4f24f87f62d5988
372,2020-02-13T18:30:00.000Z,3,Beijing,80,621c51e6c4f24f87f62d5989
318,2020-02-13T18:30:00.000Z,1,Shanghai,90,621c51e6c4f24f87f62d598a
283,2020-02-13T18:30:00.000Z,3,Hebei,87,621c51e6c4f24f87f62d598b
281,2020-02-13T18:30:00.000Z,0,Fujian,63,621c51e6c4f24f87f62d598c
230,2020-02-13T18:30:00.000Z,0,Shaanxi,54,621c51e6c4f24f87f62d598d
226,2020-02-13T18:30:00.000Z,2,Guangxi,36,621c51e6c4f24f87f62d598e
162,2020-02-13T18:30:00.000Z,0,Yunnan,36,621c51e6c4f24f87f62d5990
159,2020-02-13T18:30:00.000Z,4,Hainan,43,621c51e6c4f24f87f62d5991
140,2020-02-13T18:30:00.000Z,1,Guizhou,28,621c51e6c4f24f87f62d5992
127,2020-02-13T18:30:00.000Z,0,Shanxi,38,621c51e6c4f24f87f62d5993
120,2020-02-13T18:30:00.000Z,3,Tianjin,31,621c51e6c4f24f87f62d5994
119,2020-02-13T18:30:00.000Z,1,Liaoning,29,621c51e6c4f24f87f62d5995
90,2020-02-13T18:30:00.000Z,2,Gansu,39,621c51e6c4f24f87f62d5996
86,2020-02-13T18:30:00.000Z,1,Jilin,25,621c51e6c4f24f87f62d5997
67,2020-02-13T18:30:00.000Z,0,Ningxia,24,621c51e6c4f24f87f62d5998
65,2020-02-13T18:30:00.000Z,0,Inner Mongolia,6,621c51e6c4f24f87f62d599a
65,2020-02-13T18:30:00.000Z,1,Xinjiang,6,621c51e6c4f24f87f62d599b
18,2020-02-13T18:30:00.000Z,0,Qinghai,11,621c51e6c4f24f87f62d59a1
1,2020-02-13T18:30:00.000Z,0,Tibet,1,621c51e6c4f24f87f62d59bd
56249,2020-02-14T18:30:00.000Z,1596,Hubei,5623,621c51e6c4f24f87f62d59c8
1294,2020-02-14T18:30:00.000Z,2,Guangdong,410,621c51e6c4f24f87f62d59c9
1212,2020-02-14T18:30:00.000Z,13,Henan,391,621c51e6c4f24f87f62d59ca
1162,2020-02-14T18:30:00.000Z,0,Zhejiang,428,621c51e6c4f24f87f62d59cb
1001,2020-02-14T18:30:00.000Z,2,Hunan,425,621c51e6c4f24f87f62d59cc
950,2020-02-14T18:30:00.000Z,6,Anhui,221,621c51e6c4f24f87f62d59cd
913,2020-02-14T18:30:00.000Z,1,Jiangxi,210,621c51e6c4f24f87f62d59ce
604,2020-02-14T18:30:00.000Z,0,Jiangsu,186,621c51e6c4f24f87f62d59cf
544,2020-02-14T18:30:00.000Z,5,Chongqing,184,621c51e6c4f24f87f62d59d0
532,2020-02-14T18:30:00.000Z,2,Shandong,156,621c51e6c4f24f87f62d59d1
470,2020-02-14T18:30:00.000Z,1,Sichuan,119,621c51e6c4f24f87f62d59d2
425,2020-02-14T18:30:00.000Z,11,Heilongjiang,68,621c51e6c4f24f87f62d59d3
375,2020-02-14T18:30:00.000Z,4,Beijing,98,621c51e6c4f24f87f62d59d4
326,2020-02-14T18:30:00.000Z,1,Shanghai,124,621c51e6c4f24f87f62d59d5
291,2020-02-14T18:30:00.000Z,3,Hebei,101,621c51e6c4f24f87f62d59d6
285,2020-02-14T18:30:00.000Z,0,Fujian,71,621c51e6c4f24f87f62d59d7
235,2020-02-14T18:30:00.000Z,2,Guangxi,44,621c51e6c4f24f87f62d59d9
232,2020-02-14T18:30:00.000Z,0,Shaanxi,60,621c51e6c4f24f87f62d59da
168,2020-02-14T18:30:00.000Z,0,Yunnan,42,621c51e6c4f24f87f62d59db
162,2020-02-14T18:30:00.000Z,4,Hainan,39,621c51e6c4f24f87f62d59dc
143,2020-02-14T18:30:00.000Z,1,Guizhou,41,621c51e6c4f24f87f62d59dd
128,2020-02-14T18:30:00.000Z,0,Shanxi,46,621c51e6c4f24f87f62d59de
122,2020-02-14T18:30:00.000Z,3,Tianjin,37,621c51e6c4f24f87f62d59df
119,2020-02-14T18:30:00.000Z,1,Liaoning,31,621c51e6c4f24f87f62d59e0
90,2020-02-14T18:30:00.000Z,2,Gansu,49,621c51e6c4f24f87f62d59e1
88,2020-02-14T18:30:00.000Z,1,Jilin,26,621c51e6c4f24f87f62d59e2
70,2020-02-14T18:30:00.000Z,0,Ningxia,33,621c51e6c4f24f87f62d59e4
70,2020-02-14T18:30:00.000Z,1,Xinjiang,10,621c51e6c4f24f87f62d59e5
68,2020-02-14T18:30:00.000Z,0,Inner Mongolia,7,621c51e6c4f24f87f62d59e6
18,2020-02-14T18:30:00.000Z,0,Qinghai,13,621c51e6c4f24f87f62d59ec
1,2020-02-14T18:30:00.000Z,0,Tibet,1,621c51e6c4f24f87f62d5a08
58182,2020-02-15T18:30:00.000Z,1696,Hubei,6639,621c51e6c4f24f87f62d5a13
1316,2020-02-15T18:30:00.000Z,2,Guangdong,465,621c51e6c4f24f87f62d5a14
1231,2020-02-15T18:30:00.000Z,13,Henan,440,621c51e6c4f24f87f62d5a15
1167,2020-02-15T18:30:00.000Z,0,Zhejiang,456,621c51e6c4f24f87f62d5a16
1004,2020-02-15T18:30:00.000Z,3,Hunan,464,621c51e6c4f24f87f62d5a17
962,2020-02-15T18:30:00.000Z,6,Anhui,255,621c51e6c4f24f87f62d5a18
925,2020-02-15T18:30:00.000Z,1,Jiangxi,240,621c51e6c4f24f87f62d5a19
617,2020-02-15T18:30:00.000Z,0,Jiangsu,218,621c51e6c4f24f87f62d5a1a
551,2020-02-15T18:30:00.000Z,5,Chongqing,207,621c51e6c4f24f87f62d5a1b
537,2020-02-15T18:30:00.000Z,2,Shandong,173,621c51e6c4f24f87f62d5a1c
481,2020-02-15T18:30:00.000Z,3,Sichuan,131,621c51e6c4f24f87f62d5a1d
445,2020-02-15T18:30:00.000Z,11,Heilongjiang,79,621c51e6c4f24f87f62d5a1e
380,2020-02-15T18:30:00.000Z,4,Beijing,108,621c51e6c4f24f87f62d5a1f
328,2020-02-15T18:30:00.000Z,1,Shanghai,140,621c51e6c4f24f87f62d5a21
300,2020-02-15T18:30:00.000Z,3,Hebei,105,621c51e6c4f24f87f62d5a22
287,2020-02-15T18:30:00.000Z,0,Fujian,82,621c51e6c4f24f87f62d5a23
237,2020-02-15T18:30:00.000Z,2,Guangxi,49,621c51e6c4f24f87f62d5a24
236,2020-02-15T18:30:00.000Z,0,Shaanxi,71,621c51e6c4f24f87f62d5a25
171,2020-02-15T18:30:00.000Z,0,Yunnan,42,621c51e6c4f24f87f62d5a26
162,2020-02-15T18:30:00.000Z,4,Hainan,52,621c51e6c4f24f87f62d5a27
144,2020-02-15T18:30:00.000Z,1,Guizhou,46,621c51e6c4f24f87f62d5a28
129,2020-02-15T18:30:00.000Z,0,Shanxi,50,621c51e6c4f24f87f62d5a29
124,2020-02-15T18:30:00.000Z,3,Tianjin,45,621c51e6c4f24f87f62d5a2a
121,2020-02-15T18:30:00.000Z,1,Liaoning,40,621c51e6c4f24f87f62d5a2b
90,2020-02-15T18:30:00.000Z,2,Gansu,54,621c51e6c4f24f87f62d5a2c
89,2020-02-15T18:30:00.000Z,1,Jilin,30,621c51e6c4f24f87f62d5a2d
71,2020-02-15T18:30:00.000Z,1,Xinjiang,12,621c51e6c4f24f87f62d5a2f
70,2020-02-15T18:30:00.000Z,0,Inner Mongolia,8,621c51e6c4f24f87f62d5a30
70,2020-02-15T18:30:00.000Z,0,Ningxia,33,621c51e6c4f24f87f62d5a31
18,2020-02-15T18:30:00.000Z,0,Qinghai,13,621c51e6c4f24f87f62d5a38
1,2020-02-15T18:30:00.000Z,0,Tibet,1,621c51e6c4f24f87f62d5a53
59989,2020-02-16T18:30:00.000Z,1789,Hubei,7862,621c51e6c4f24f87f62d5a5e
1322,2020-02-16T18:30:00.000Z,4,Guangdong,524,621c51e6c4f24f87f62d5a5f
1246,2020-02-16T18:30:00.000Z,16,Henan,509,621c51e6c4f24f87f62d5a60
1171,2020-02-16T18:30:00.000Z,0,Zhejiang,507,621c51e6c4f24f87f62d5a61
1006,2020-02-16T18:30:00.000Z,3,Hunan,498,621c51e6c4f24f87f62d5a62
973,2020-02-16T18:30:00.000Z,6,Anhui,280,621c51e6c4f24f87f62d5a63
930,2020-02-16T18:30:00.000Z,1,Jiangxi,275,621c51e6c4f24f87f62d5a64
626,2020-02-16T18:30:00.000Z,0,Jiangsu,258,621c51e6c4f24f87f62d5a65
553,2020-02-16T18:30:00.000Z,5,Chongqing,225,621c51e6c4f24f87f62d5a66
541,2020-02-16T18:30:00.000Z,2,Shandong,191,621c51e6c4f24f87f62d5a67
495,2020-02-16T18:30:00.000Z,3,Sichuan,156,621c51e6c4f24f87f62d5a68
457,2020-02-16T18:30:00.000Z,11,Heilongjiang,85,621c51e6c4f24f87f62d5a69
381,2020-02-16T18:30:00.000Z,4,Beijing,114,621c51e6c4f24f87f62d5a6b
333,2020-02-16T18:30:00.000Z,1,Shanghai,161,621c51e6c4f24f87f62d5a6c
301,2020-02-16T18:30:00.000Z,3,Hebei,122,621c51e6c4f24f87f62d5a6d
290,2020-02-16T18:30:00.000Z,0,Fujian,90,621c51e6c4f24f87f62d5a6e
240,2020-02-16T18:30:00.000Z,0,Shaanxi,79,621c51e6c4f24f87f62d5a6f
238,2020-02-16T18:30:00.000Z,2,Guangxi,53,621c51e6c4f24f87f62d5a70
171,2020-02-16T18:30:00.000Z,0,Yunnan,47,621c51e6c4f24f87f62d5a71
163,2020-02-16T18:30:00.000Z,4,Hainan,59,621c51e6c4f24f87f62d5a72
146,2020-02-16T18:30:00.000Z,1,Guizhou,57,621c51e6c4f24f87f62d5a73
130,2020-02-16T18:30:00.000Z,0,Shanxi,53,621c51e6c4f24f87f62d5a74
125,2020-02-16T18:30:00.000Z,3,Tianjin,46,621c51e6c4f24f87f62d5a75
121,2020-02-16T18:30:00.000Z,1,Liaoning,43,621c51e6c4f24f87f62d5a76
91,2020-02-16T18:30:00.000Z,2,Gansu,58,621c51e6c4f24f87f62d5a77
89,2020-02-16T18:30:00.000Z,1,Jilin,34,621c51e6c4f24f87f62d5a78
75,2020-02-16T18:30:00.000Z,1,Xinjiang,12,621c51e6c4f24f87f62d5a7a
72,2020-02-16T18:30:00.000Z,0,Inner Mongolia,8,621c51e6c4f24f87f62d5a7b
70,2020-02-16T18:30:00.000Z,0,Ningxia,35,621c51e6c4f24f87f62d5a7c
18,2020-02-16T18:30:00.000Z,0,Qinghai,13,621c51e6c4f24f87f62d5a83
1,2020-02-16T18:30:00.000Z,0,Tibet,1,621c51e6c4f24f87f62d5a9e
61682,2020-02-17T18:30:00.000Z,1921,Hubei,9128,621c51e6c4f24f87f62d5aa9
1328,2020-02-17T18:30:00.000Z,4,Guangdong,565,621c51e6c4f24f87f62d5aaa
1257,2020-02-17T18:30:00.000Z,19,Henan,522,621c51e6c4f24f87f62d5aab
1172,2020-02-17T18:30:00.000Z,0,Zhejiang,535,621c51e6c4f24f87f62d5aac
1007,2020-02-17T18:30:00.000Z,4,Hunan,527,621c51e6c4f24f87f62d5aad
982,2020-02-17T18:30:00.000Z,6,Anhui,361,621c51e6c4f24f87f62d5aae
933,2020-02-17T18:30:00.000Z,1,Jiangxi,310,621c51e6c4f24f87f62d5aaf
629,2020-02-17T18:30:00.000Z,0,Jiangsu,280,621c51e6c4f24f87f62d5ab0
555,2020-02-17T18:30:00.000Z,5,Chongqing,254,621c51e6c4f24f87f62d5ab1
543,2020-02-17T18:30:00.000Z,3,Shandong,211,621c51e6c4f24f87f62d5ab2
508,2020-02-17T18:30:00.000Z,3,Sichuan,169,621c51e6c4f24f87f62d5ab4
464,2020-02-17T18:30:00.000Z,11,Heilongjiang,111,621c51e6c4f24f87f62d5ab5
387,2020-02-17T18:30:00.000Z,4,Beijing,122,621c51e6c4f24f87f62d5ab6
333,2020-02-17T18:30:00.000Z,1,Shanghai,177,621c51e6c4f24f87f62d5ab7
306,2020-02-17T18:30:00.000Z,4,Hebei,136,621c51e6c4f24f87f62d5ab8
292,2020-02-17T18:30:00.000Z,0,Fujian,93,621c51e6c4f24f87f62d5ab9
242,2020-02-17T18:30:00.000Z,2,Guangxi,69,621c51e6c4f24f87f62d5aba
240,2020-02-17T18:30:00.000Z,0,Shaanxi,89,621c51e6c4f24f87f62d5abb
172,2020-02-17T18:30:00.000Z,0,Yunnan,57,621c51e6c4f24f87f62d5abc
163,2020-02-17T18:30:00.000Z,4,Hainan,79,621c51e6c4f24f87f62d5abd
146,2020-02-17T18:30:00.000Z,2,Guizhou,66,621c51e6c4f24f87f62d5abe
131,2020-02-17T18:30:00.000Z,0,Shanxi,61,621c51e6c4f24f87f62d5abf
128,2020-02-17T18:30:00.000Z,3,Tianjin,48,621c51e6c4f24f87f62d5ac0
121,2020-02-17T18:30:00.000Z,1,Liaoning,53,621c51e6c4f24f87f62d5ac1
91,2020-02-17T18:30:00.000Z,2,Gansu,62,621c51e6c4f24f87f62d5ac2
89,2020-02-17T18:30:00.000Z,1,Jilin,36,621c51e6c4f24f87f62d5ac3
76,2020-02-17T18:30:00.000Z,1,Xinjiang,12,621c51e6c4f24f87f62d5ac5
73,2020-02-17T18:30:00.000Z,0,Inner Mongolia,8,621c51e6c4f24f87f62d5ac7
70,2020-02-17T18:30:00.000Z,0,Ningxia,42,621c51e6c4f24f87f62d5ac8
18,2020-02-17T18:30:00.000Z,0,Qinghai,15,621c51e6c4f24f87f62d5ace
1,2020-02-17T18:30:00.000Z,0,Tibet,1,621c51e6c4f24f87f62d5ae9
62031,2020-02-18T18:30:00.000Z,2029,Hubei,10337,621c51e6c4f24f87f62d5af4
1331,2020-02-18T18:30:00.000Z,5,Guangdong,606,621c51e6c4f24f87f62d5af5
1262,2020-02-18T18:30:00.000Z,19,Henan,573,621c51e6c4f24f87f62d5af6
1174,2020-02-18T18:30:00.000Z,0,Zhejiang,604,621c51e6c4f24f87f62d5af7
1008,2020-02-18T18:30:00.000Z,4,Hunan,561,621c51e6c4f24f87f62d5af8
986,2020-02-18T18:30:00.000Z,6,Anhui,413,621c51e6c4f24f87f62d5af9
934,2020-02-18T18:30:00.000Z,1,Jiangxi,362,621c51e6c4f24f87f62d5afa
631,2020-02-18T18:30:00.000Z,0,Jiangsu,318,621c51e6c4f24f87f62d5afb
560,2020-02-18T18:30:00.000Z,5,Chongqing,274,621c51e6c4f24f87f62d5afd
544,2020-02-18T18:30:00.000Z,3,Shandong,231,621c51e6c4f24f87f62d5afe
514,2020-02-18T18:30:00.000Z,3,Sichuan,188,621c51e6c4f24f87f62d5aff
470,2020-02-18T18:30:00.000Z,12,Heilongjiang,120,621c51e6c4f24f87f62d5b00
393,2020-02-18T18:30:00.000Z,4,Beijing,145,621c51e6c4f24f87f62d5b01
333,2020-02-18T18:30:00.000Z,2,Shanghai,186,621c51e6c4f24f87f62d5b02
306,2020-02-18T18:30:00.000Z,4,Hebei,152,621c51e6c4f24f87f62d5b03
293,2020-02-18T18:30:00.000Z,0,Fujian,112,621c51e6c4f24f87f62d5b04
244,2020-02-18T18:30:00.000Z,2,Guangxi,86,621c51e6c4f24f87f62d5b05
242,2020-02-18T18:30:00.000Z,0,Shaanxi,102,621c51e6c4f24f87f62d5b06
172,2020-02-18T18:30:00.000Z,1,Yunnan,60,621c51e6c4f24f87f62d5b07
168,2020-02-18T18:30:00.000Z,4,Hainan,84,621c51e6c4f24f87f62d5b08
146,2020-02-18T18:30:00.000Z,2,Guizhou,70,621c51e6c4f24f87f62d5b09
131,2020-02-18T18:30:00.000Z,0,Shanxi,68,621c51e6c4f24f87f62d5b0a
130,2020-02-18T18:30:00.000Z,3,Tianjin,54,621c51e6c4f24f87f62d5b0b
121,2020-02-18T18:30:00.000Z,1,Liaoning,55,621c51e6c4f24f87f62d5b0c
91,2020-02-18T18:30:00.000Z,2,Gansu,65,621c51e6c4f24f87f62d5b0d
90,2020-02-18T18:30:00.000Z,1,Jilin,37,621c51e6c4f24f87f62d5b0e
76,2020-02-18T18:30:00.000Z,1,Xinjiang,20,621c51e6c4f24f87f62d5b11
75,2020-02-18T18:30:00.000Z,0,Inner Mongolia,10,621c51e6c4f24f87f62d5b12
71,2020-02-18T18:30:00.000Z,0,Ningxia,42,621c51e6c4f24f87f62d5b13
18,2020-02-18T18:30:00.000Z,0,Qinghai,16,621c51e6c4f24f87f62d5b19
1,2020-02-18T18:30:00.000Z,0,Tibet,1,621c51e6c4f24f87f62d5b35
62442,2020-02-19T18:30:00.000Z,2144,Hubei,11788,621c51e6c4f24f87f62d5b40
1332,2020-02-19T18:30:00.000Z,5,Guangdong,642,621c51e6c4f24f87f62d5b41
1265,2020-02-19T18:30:00.000Z,19,Henan,637,621c51e6c4f24f87f62d5b42
1175,2020-02-19T18:30:00.000Z,1,Zhejiang,633,621c51e6c4f24f87f62d5b43
1010,2020-02-19T18:30:00.000Z,4,Hunan,634,621c51e6c4f24f87f62d5b44
987,2020-02-19T18:30:00.000Z,6,Anhui,474,621c51e6c4f24f87f62d5b45
934,2020-02-19T18:30:00.000Z,1,Jiangxi,433,621c51e6c4f24f87f62d5b46
631,2020-02-19T18:30:00.000Z,0,Jiangsu,356,621c51e6c4f24f87f62d5b48
567,2020-02-19T18:30:00.000Z,6,Chongqing,299,621c51e6c4f24f87f62d5b49
546,2020-02-19T18:30:00.000Z,4,Shandong,254,621c51e6c4f24f87f62d5b4a
520,2020-02-19T18:30:00.000Z,3,Sichuan,217,621c51e6c4f24f87f62d5b4b
476,2020-02-19T18:30:00.000Z,12,Heilongjiang,136,621c51e6c4f24f87f62d5b4c
395,2020-02-19T18:30:00.000Z,4,Beijing,153,621c51e6c4f24f87f62d5b4d
334,2020-02-19T18:30:00.000Z,2,Shanghai,199,621c51e6c4f24f87f62d5b4e
307,2020-02-19T18:30:00.000Z,5,Hebei,169,621c51e6c4f24f87f62d5b4f
293,2020-02-19T18:30:00.000Z,1,Fujian,126,621c51e6c4f24f87f62d5b50
245,2020-02-19T18:30:00.000Z,2,Guangxi,90,621c51e6c4f24f87f62d5b51
245,2020-02-19T18:30:00.000Z,1,Shaanxi,118,621c51e6c4f24f87f62d5b52
174,2020-02-19T18:30:00.000Z,2,Yunnan,79,621c51e6c4f24f87f62d5b53
168,2020-02-19T18:30:00.000Z,4,Hainan,86,621c51e6c4f24f87f62d5b54
146,2020-02-19T18:30:00.000Z,2,Guizhou,72,621c51e6c4f24f87f62d5b55
132,2020-02-19T18:30:00.000Z,0,Shanxi,76,621c51e6c4f24f87f62d5b56
131,2020-02-19T18:30:00.000Z,3,Tianjin,59,621c51e6c4f24f87f62d5b57
121,2020-02-19T18:30:00.000Z,1,Liaoning,59,621c51e6c4f24f87f62d5b58
91,2020-02-19T18:30:00.000Z,2,Gansu,71,621c51e6c4f24f87f62d5b5b
91,2020-02-19T18:30:00.000Z,1,Jilin,43,621c51e6c4f24f87f62d5b5c
76,2020-02-19T18:30:00.000Z,1,Xinjiang,22,621c51e6c4f24f87f62d5b5e
75,2020-02-19T18:30:00.000Z,0,Inner Mongolia,16,621c51e6c4f24f87f62d5b5f
71,2020-02-19T18:30:00.000Z,0,Ningxia,44,621c51e6c4f24f87f62d5b60
18,2020-02-19T18:30:00.000Z,0,Qinghai,16,621c51e6c4f24f87f62d5b65
1,2020-02-19T18:30:00.000Z,0,Tibet,1,621c51e6c4f24f87f62d5b81
62662,2020-02-20T18:30:00.000Z,2144,Hubei,11881,621c51e6c4f24f87f62d5b8c
1333,2020-02-20T18:30:00.000Z,5,Guangdong,690,621c51e6c4f24f87f62d5b8d
1267,2020-02-20T18:30:00.000Z,19,Henan,736,621c51e6c4f24f87f62d5b8e
1203,2020-02-20T18:30:00.000Z,1,Zhejiang,679,621c51e6c4f24f87f62d5b8f
1011,2020-02-20T18:30:00.000Z,4,Hunan,661,621c51e6c4f24f87f62d5b90
988,2020-02-20T18:30:00.000Z,6,Anhui,539,621c51e6c4f24f87f62d5b91
934,2020-02-20T18:30:00.000Z,1,Jiangxi,489,621c51e6c4f24f87f62d5b92
749,2020-02-20T18:30:00.000Z,4,Shandong,281,621c51e6c4f24f87f62d5b93
631,2020-02-20T18:30:00.000Z,0,Jiangsu,373,621c51e6c4f24f87f62d5b95
572,2020-02-20T18:30:00.000Z,6,Chongqing,316,621c51e6c4f24f87f62d5b96
525,2020-02-20T18:30:00.000Z,3,Sichuan,231,621c51e6c4f24f87f62d5b97
479,2020-02-20T18:30:00.000Z,12,Heilongjiang,175,621c51e6c4f24f87f62d5b98
396,2020-02-20T18:30:00.000Z,4,Beijing,169,621c51e6c4f24f87f62d5b99
334,2020-02-20T18:30:00.000Z,2,Shanghai,211,621c51e6c4f24f87f62d5b9a
308,2020-02-20T18:30:00.000Z,5,Hebei,184,621c51e6c4f24f87f62d5b9b
293,2020-02-20T18:30:00.000Z,1,Fujian,149,621c51e6c4f24f87f62d5b9c
246,2020-02-20T18:30:00.000Z,2,Guangxi,97,621c51e6c4f24f87f62d5b9d
245,2020-02-20T18:30:00.000Z,1,Shaanxi,134,621c51e6c4f24f87f62d5b9e
174,2020-02-20T18:30:00.000Z,2,Yunnan,96,621c51e6c4f24f87f62d5ba0
168,2020-02-20T18:30:00.000Z,4,Hainan,95,621c51e6c4f24f87f62d5ba1
146,2020-02-20T18:30:00.000Z,2,Guizhou,77,621c51e6c4f24f87f62d5ba2
132,2020-02-20T18:30:00.000Z,0,Shanxi,78,621c51e6c4f24f87f62d5ba3
132,2020-02-20T18:30:00.000Z,3,Tianjin,62,621c51e6c4f24f87f62d5ba4
121,2020-02-20T18:30:00.000Z,1,Liaoning,61,621c51e6c4f24f87f62d5ba5
91,2020-02-20T18:30:00.000Z,2,Gansu,76,621c51e6c4f24f87f62d5ba7
91,2020-02-20T18:30:00.000Z,1,Jilin,45,621c51e6c4f24f87f62d5ba8
76,2020-02-20T18:30:00.000Z,1,Xinjiang,24,621c51e6c4f24f87f62d5baa
75,2020-02-20T18:30:00.000Z,0,Inner Mongolia,17,621c51e6c4f24f87f62d5bab
71,2020-02-20T18:30:00.000Z,0,Ningxia,48,621c51e6c4f24f87f62d5bac
18,2020-02-20T18:30:00.000Z,0,Qinghai,18,621c51e6c4f24f87f62d5bb3
1,2020-02-20T18:30:00.000Z,0,Tibet,1,621c51e6c4f24f87f62d5bd3
64084,2020-02-21T18:30:00.000Z,2346,Hubei,15299,621c51e6c4f24f87f62d5be0
1339,2020-02-21T18:30:00.000Z,5,Guangdong,728,621c51e6c4f24f87f62d5be1
1270,2020-02-21T18:30:00.000Z,19,Henan,830,621c51e6c4f24f87f62d5be2
1205,2020-02-21T18:30:00.000Z,1,Zhejiang,719,621c51e6c4f24f87f62d5be3
1013,2020-02-21T18:30:00.000Z,4,Hunan,692,621c51e6c4f24f87f62d5be4
989,2020-02-21T18:30:00.000Z,6,Anhui,597,621c51e6c4f24f87f62d5be5
934,2020-02-21T18:30:00.000Z,1,Jiangxi,555,621c51e6c4f24f87f62d5be6
750,2020-02-21T18:30:00.000Z,4,Shandong,302,621c51e6c4f24f87f62d5be7
631,2020-02-21T18:30:00.000Z,0,Jiangsu,401,621c51e6c4f24f87f62d5be9
573,2020-02-21T18:30:00.000Z,6,Chongqing,328,621c51e6c4f24f87f62d5bea
526,2020-02-21T18:30:00.000Z,3,Sichuan,250,621c51e6c4f24f87f62d5beb
479,2020-02-21T18:30:00.000Z,12,Heilongjiang,204,621c51e6c4f24f87f62d5bec
399,2020-02-21T18:30:00.000Z,4,Beijing,178,621c51e6c4f24f87f62d5bee
335,2020-02-21T18:30:00.000Z,3,Shanghai,227,621c51e6c4f24f87f62d5bef
309,2020-02-21T18:30:00.000Z,6,Hebei,203,621c51e6c4f24f87f62d5bf0
293,2020-02-21T18:30:00.000Z,1,Fujian,162,621c51e6c4f24f87f62d5bf1
249,2020-02-21T18:30:00.000Z,2,Guangxi,104,621c51e6c4f24f87f62d5bf2
245,2020-02-21T18:30:00.000Z,1,Shaanxi,149,621c51e6c4f24f87f62d5bf3
174,2020-02-21T18:30:00.000Z,2,Yunnan,107,621c51e6c4f24f87f62d5bf4
168,2020-02-21T18:30:00.000Z,4,Hainan,104,621c51e6c4f24f87f62d5bf5
146,2020-02-21T18:30:00.000Z,2,Guizhou,90,621c51e6c4f24f87f62d5bf6
135,2020-02-21T18:30:00.000Z,3,Tianjin,65,621c51e6c4f24f87f62d5bf7
132,2020-02-21T18:30:00.000Z,0,Shanxi,81,621c51e6c4f24f87f62d5bf8
121,2020-02-21T18:30:00.000Z,1,Liaoning,66,621c51e6c4f24f87f62d5bfa
91,2020-02-21T18:30:00.000Z,2,Gansu,76,621c51e6c4f24f87f62d5bfb
91,2020-02-21T18:30:00.000Z,1,Jilin,52,621c51e6c4f24f87f62d5bfc
76,2020-02-21T18:30:00.000Z,2,Xinjiang,25,621c51e6c4f24f87f62d5bfe
75,2020-02-21T18:30:00.000Z,0,Inner Mongolia,26,621c51e6c4f24f87f62d5bff
71,2020-02-21T18:30:00.000Z,0,Ningxia,48,621c51e6c4f24f87f62d5c00
18,2020-02-21T18:30:00.000Z,0,Qinghai,18,621c51e6c4f24f87f62d5c07
1,2020-02-21T18:30:00.000Z,0,Tibet,1,621c51e6c4f24f87f62d5c27
64084,2020-02-22T18:30:00.000Z,2346,Hubei,15343,621c51e6c4f24f87f62d5c34
1342,2020-02-22T18:30:00.000Z,6,Guangdong,755,621c51e6c4f24f87f62d5c35
1271,2020-02-22T18:30:00.000Z,19,Henan,868,621c51e6c4f24f87f62d5c36
1205,2020-02-22T18:30:00.000Z,1,Zhejiang,760,621c51e6c4f24f87f62d5c37
1016,2020-02-22T18:30:00.000Z,4,Hunan,714,621c51e6c4f24f87f62d5c38
989,2020-02-22T18:30:00.000Z,6,Anhui,637,621c51e6c4f24f87f62d5c39
934,2020-02-22T18:30:00.000Z,1,Jiangxi,613,621c51e6c4f24f87f62d5c3a
754,2020-02-22T18:30:00.000Z,4,Shandong,321,621c51e6c4f24f87f62d5c3b
631,2020-02-22T18:30:00.000Z,0,Jiangsu,418,621c51e6c4f24f87f62d5c3d
575,2020-02-22T18:30:00.000Z,6,Chongqing,335,621c51e6c4f24f87f62d5c3f
526,2020-02-22T18:30:00.000Z,3,Sichuan,261,621c51e6c4f24f87f62d5c40
480,2020-02-22T18:30:00.000Z,12,Heilongjiang,222,621c51e6c4f24f87f62d5c41
399,2020-02-22T18:30:00.000Z,4,Beijing,189,621c51e6c4f24f87f62d5c42
335,2020-02-22T18:30:00.000Z,3,Shanghai,249,621c51e6c4f24f87f62d5c43
311,2020-02-22T18:30:00.000Z,6,Hebei,219,621c51e6c4f24f87f62d5c44
293,2020-02-22T18:30:00.000Z,1,Fujian,170,621c51e6c4f24f87f62d5c45
249,2020-02-22T18:30:00.000Z,2,Guangxi,106,621c51e6c4f24f87f62d5c46
245,2020-02-22T18:30:00.000Z,1,Shaanxi,163,621c51e6c4f24f87f62d5c47
